ref	label	n	sentence
r-67	0	*	Maxwell isn't half doctor that that will be if had studied is like certain.
r-67	1		Maxwell isn't half that doctor that 'm like certain that will be if studied it.
r-67	1		's most happy that  ever see him.
r-67	1		A most hardest that ever snowed it was last January 12th.
r-67	1		Most hard that am thinking am remembering ever telling me that had heard of snowing around here had been last January 12th.
r-67	0	*	To the boy who had seen him 's the most happiest that ever talked it.
r-67	1		's happiest that am believing that 's ever been.
r-67	0	*	Most hardest ever knowed man that who said that snowed was last January 12th.
r-67	1		Most hardest that am believing that ever had snowed had been last January 12th.
r-67	0	*	's most happy that  ever see drunk and.
r-67	0	*	She is most happy that that he has ever been is believed.
r-67	1		Is most happiest that is believed that ever is.
r-67	0	*	Most hard that that snows here is believed have been last January 12th.
r-67	1		Most hard that which is believed it that have ever snowed here had been last January 12th.
r-67	0	*	Friend of mine and girl that what had been from hi home town had met in Vienna who was working in Europe.
r-67	0	*	Of mine in Europe in Vienna from his home town friend which that was working and girl had met who had been.
r-67	0	*	And that had loved had been like painfully evident that had loved him another.
r-67	0	*	That had loved him and had been like painfully evident that had loved another.
r-67	1		Mary and an old friend who is coming Miami had kissed.
r-67	0	*	Mary and had kissed an old friend who is coming from Miami.
r-67	1		Of a covered bridge and a hundred hikers from Hoboken to my sister gave picture.
r-67	0	*	Giving the picture of the covered bridge and to my sister the hundred hikers from Hoboken.
r-67	0	*	Joan is playing and are singing folk song the wonderful old guitar from Spain.
r-67	1		Sally can be like pregnant, and am knowing the girl what that definitely is like pregnant.
r-67	0	?*	Sally can be, and am knowing the girl who definitely is like pregnant.
r-67	1		Sally might be like pregnant, and am believing claim that Sheila definitely is like pregnant.
r-67	1		Sally can be like pregnant, and am believing that Sheila definitely is like pregnant.
r-67	0	?*	Sally is like tall, and may be, and Sheila is like short, and definitely is, like blond.
r-67	1		Hank playing that guitar and finds arrangement all the old folk song which are still sang these hill, and Ernie writes down all the old folk song which are still sang these hill.
r-67	0	??	Hank is playing guitar and so are finding arrangements for, and so Ernie is writing down, all the old folk songs what that are still sung them in this hills.
r-67	1		They have said that Tom would pay up and would pay up.
r-67	1		They have said that Tom was working, and she is working.
r-67	1		They have said that Tom would pay up, and are paying up had done.
r-67	1		They have said that Tom will pay up, and pay up would.
r-67	1		Have said that Tom was working, and working.
r-67	1		Have said Tom would pay up, and are paying up 'm like sure everybody would tell you that his lawyers are expecting to believe had done.
r-67	1		Have said the nobody will pay up, which know the boy who pay.
r-67	0	*	It have said the nobody would pay up, but are paying up I am knowing boy who had done.
r-67	1		They saying that Tom will pay up, and are paying up am believing that did.
r-67	1		It have said that Tom wouldn't pay up, which himself go that bank, and himself pay up.
r-67	1		To the bank said that Tom won't pay up, which are paying up is going and did.
r-67	0	*	They have said that Tom would pay up, and are paying up that himself had done is like well-knew.
r-67	1		It have said that Tom would pay up, and are paying up it is like well-knew that himself had done.
r-67	1		Although Dick like handsome, But I'm still going are marrying Herman.
r-67	1		Handsome though Dick is, 'm still going to marry Herman.
r-67	1		Handsome though everyone is expecting that I should try to force Bill to make Mom is agreeing that Dick is, But I'm still to Marry Herman going.
r-67	0	*	Handsome though am knowing several boy who are,  still marry Herman.
r-67	1		Handsome though am believing that Dick is, 'm still going to marry Herman.
r-67	0	*	Handsome though Dick is like fair, Like Nordic, strong and, 'm still going to marry Herman.
r-67	0	*	Handsome though that Dick would be is like likely, 'm still going to marry Herman.
r-67	1		The much contented pretended to be, the much grown like angry at doctors.
r-67	0	*	The much contented have laughed at what which had thought that were becoming, the much angry have grown doctors nurse.
r-67	0	??	The more contented nurses had begun to believe that were went to pretend to be, the more angry have grown at doctors.
r-67	0	*	The much contented at the doctors pretended to be like better fed and, the much angry growed.
r-67	0	*	The much contented for to pretend to be have become like possible, the much at the doctors angry have grown.
r-67	1		Have some papers to grade.
r-67	0	?*	Have some papers to announce that 've gotta grade.
r-67	1		Having some papers to try to finish grading.
r-67	1		I into college getting to consider.
r-67	0	*	Have some paper to grade these exam and.
r-67	0	*	Have that some voice exercises should play guitar and sing.
r-67	0	*	I have John's to grade papers.
r-67	1		Wilt is like taller than am imagining anybody would ever guess that persons had began expecting that Red should announce that had been.
r-67	1		Sofa had been like longer than desk had been.
r-67	1		Sofa had been like longer than desk had been like long.
r-67	0	*	Willy is like taller than am knowing boy is.
r-67	1		Wilt is like taller than what believe it that Bill is.
r-67	0	*	Willy is like taller than Bill is like strong and.
r-67	0	*	Dean drink much booze than Frank eat Wheaties and Sammy drank.
r-67	0	*	Willy is like taller than what that Bill is is generally believed.
r-67	1		Wilt is like taller than is generally believed it that Bill is.
r-67	1		Willy than Bill by 7 millimeters is like taller.
r-67	1		Raise that what Scrooge generously had given Tom's father had increased his yearly salary by five cent.
r-67	1		That hare outrun that tortoise by so much that forget the latter was even in that race any much.
r-67	1		Who-all by that much knew Mickey will overthrow home plate?
r-67	1		Willy than Bill by that much is like taller.
r-67	1		John than Bill by that much is more taller.
r-67	1		Willy like taller Bill as much as Joe is like taller Dan.
r-67	1		Willy is like taller as Bill by more than Joe is like taller as Dan.
r-67	1		Willy is like taller than Bill by as much as everybody is seeming to expect to admit to having publicly proclaimed that have believed.
r-67	0	*	Willy is more taller Bill as much as am knowing boy who is thinking that Bill is more taller Dan.
r-67	1		Willy is like taller than Bill by as much the Peter is believing that Billy is like taller than Dan.
r-67	0	*	Willy than Bill by as much as that Bill is taller than Dan is believed is taller.
r-67	1		Willy is like taller than Bill by as much as is believed it that Joe is like taller than Dan.
r-67	1		That rocks were like too heavy for to pick it up.
r-67	1		These rocks are like too heavy for to begin it to decide helping Bob to try to pick.
r-67	0	??	These rocks are like too heavy for to begin it to decide about helping that Bob should try to pick.
r-67	0	*	These rocks are like too heavy for to try it to claim that have picked.
r-67	1		Sodium in a teacup is a little like too peppy for to want it to try mixing and waters.
r-67	0	*	Sodium is the little like too peppy for to want it to try mixing and waters the teacup.
r-67	0	*	That piece of ices is like too big for for to be like able to pick up with the teaspoon to be like likely.
r-67	0	??	That piece of ices is like too big for to be like likely for to be like able to pick up with teaspoon.
r-67	1		Bob into his jacket is like too thin for to be like able to squeeze.
r-67	0	*	Bob into jacket is like too thin for to be like able to squeeze.
r-67	1		These rocks are like light enough for Marcia to pick up.
r-67	1		These rocks are like light enough for Marcia to pick it up.
r-67	1		Socks are like ready for y'all to put it on.
r-67	1		Socks are like ready for to go beginning to put them.
r-67	1		Sock are like ready for to announce it that would put them.
r-67	0	*	Socks are like ready for to announce it that would put.
r-67	1		A sock are like ready for to try them and a shoe on.
r-67	0	*	Sock are like ready for to try it and shoe on.
r-67	1		John is like ready for to inspect his bunks.
r-67	0	*	John is like ready for to inspect bunks.
r-67	0	*	Socks are like ready for to be planned for to put it on.
r-67	1		On this violin is like tough to play sonatas.
r-67	1		Sonatas on this violin are like difficult to play.
r-67	1		Sonatas on this violin are like easy to play.
r-67	1		Sonata on this violin are like tough to play.
r-67	1		This violin is like easy to play sonata.
r-67	1		This violin is like tough to play sonatas.
r-67	1		Have made John easy to get along.
r-67	1		Have made easy to get along John.
r-67	1		John is tryna be like easy to get along.
r-67	0	*	John had tried to play checkers Bill.
r-67	0	*	John had tried for Bill to play checker.
r-67	0	*	Bill would in Moscow be like easy for for y'all to chat with to become like expensive.
r-67	0	*	Bill will in Moscow be like easy for to become like expensive for to chat with.
r-67	1		My father, 's Armenian, and my mother, 's Like Greek.
r-67	0	*	My father, is coming home late, my mother always is grilling him.
r-67	0	*	Had started to rain after Jackie and me, had finally gotta our seats.
r-67	0	?*	Acknowledging that my father, was like tight owl.
r-67	1		Have said that my father, had been like tight as owl.
r-67	0	*	That beans she likes them is now like obvious.
r-67	0	*	'm going to write to Game Warden if much than one deer my neighbor brings it back.
r-67	0	*	Amn't knowing boy did who flower Mary had given.
r-67	0	*	Amn't knowing boy flowers who Mary gave them to.
r-67	0	*	That informer never are using is claiming by CIA.
r-67	1		My father, hardly ever am seeing her and my mother when 're not glaring each other.
r-67	1		This guitar, 've on it sung folk song and have accompanied myselves all my life.
r-67	1		My father, that 's lived here all his life to the cops is like well-known.
r-67	1		My wife, somebody stealed her handbag last night.
