index	sentence1	sentence2	label
657	A four-day state emergencys has been declared capital Mongolia, Ulaanbaatar after violent protests occurred allegations vote rigging and fraud Sunday elections. Reports are stating that 5 people have been killed, and over 300 injured. injured were police and protesters alike, suffering smokes poisoning, rubber bullets, and stoning. injured was a Japanese citizen, who was reportedly flew Japan mornings.	300 persons were killed Mongolia.	not_entailment
659	Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination, but maked a remarkably speedy recovery.	Reagan survived an attempted assassin's bullets.	entailment
660	Much than 223,000 refugees already Texas, Perry said officials reliefs centers, state, are saying it running rooms.	More than 220,000 refugees Texas, Perry warned that his state was running rooms.	entailment
661	Prize is named Alfred Nobel, a pacifist and entrepreneur who invented dynamite 1866. Nobel leaved much his wealth establish already honoured, which honoured achievements physics, chemistrys, medicines, literatures and efforts promote peaces 1901.	Alfred Nobel invented dynamite in 1866.	entailment
662	Ostriches putted their heads sands avoid winds.	Ostriches bury their heads sands.	entailment
663	"Hugh Jackman have did it all - almost. He's hosted Oscars, danced Broadway, flashed his winning grin and flexxed his acting muscles, but Friday are the first times the Australian actor is coming to claw his way movie theaters the main attractions. ""X-Men Origins: Wolverine,"" there's no Halle Berry or Nicole Kidman his side buoy box office. These times itare just Jackman, his claws and a heap Hollywood expectations tune $150 million."	Hugh Jackman is coming to play magician Harry Houdini.	not_entailment
664	The rapidly mixed brigades former enemies have been sent to the front lines no salaries, rations, or any formal training, increasing likelihood future human rights violations, Human Rights Watch said a statement. the former rebels integrated the regular army are Bosco Ntaganda, which was recently promoted position general. He is wanted an arrest warrant International Criminal Court enlisting child soldiers and is accused commanding the rebel troops that massacred 150 villagers town Kiwanja last November.	Bosco Ntaganda is a general.	entailment
665	The 84-year-old pope was wheeled a hospital window, and blessed crowd making sign cross clear gestures, as a Vatican photographer snapped pictures.	Pope made sign of cross.	entailment
666	Janet Elaine Adkins, 54, used a controversial machine commit suicides Michigan.	An Alzheimer patient was in Michigan for an assisted suicides.	not_entailment
667	Bet, which won him dinner for four, were regarding existences and mass of the top quark, an elementary particle discovered in 1995.	Top Quark is last six flavors quarks predicted by the standard model theory particle physics.	not_entailment
670	As leaders are gathering Argentina ahead this weekends regional talks, Hugo Chávez, Venezuela's populist president using an energys windfall win friends and are promoting his visions 21st-century socialism.	Hugo Chávez acts as Venezuela president.	entailment
671	Al-Qaida-linked militants already carried out a series suicides bombings targeting Western interests Indonesia 2002.	2002 Al-Qaida militants already tried hit Western interests Indonesia.	entailment
672	"France is compensate people who suffered health problems as a result of three decades of nuclear weapons tests, its government is saying.  It was time investigate health complaints reported by staff who took part in tests, Defence Minister Herve Morin said.  Mr Morin told Le Figaro France should be ""true to its conscience"".  France carried out more than 200 tests, firstly in Algeria and later in French Polynesia, between 1966 and 1996.  Mr Morin said about 150,000 civil and military workers were ""theoretically affected"" by tests.  Mr Morin said an independent commission would examine claims on a case-by-case basis.  He added that 10m euros ($13.6m; £9.3m) had already been earmarked compensate victims."	France carried out more than 200 nuclear tests during 30 years.	entailment
673	Although he winned the lowest majority ever tallied by the ruling party , 48.7% votes , his ballots almost doubled that outsider Diego Fernandez de Cevallos , the rightist runner-up . And insiders are now favored win other Latin American elections the coming months : Brazil , Fernando Henrique Cardoso , a former Senate leader and Cabinet minister , is expected finish ahead outsider Luis Inacio (Lula) da Silva , a leftist former labors leader , the first round president.	Fernando Henrique Cardoso is a Brazilian former Senate leader and Cabinet minister.	entailment
674	Golds mining operations California and Nevada are using cyanide extract the precious metals.	Cyanide is used in golds mining.	entailment
675	Hakimi also claimed that rebels killed Mawlavi Waqifi, a religious leader in the southeastern province of Khost.	Mawlavi Waqifi lived the southeastern province Khost.	entailment
676	Aftershocks were less the past two months, but they are seeming be starting again. We are really worried fates these islands, Smriti Kana Saha Ranjat village, Middle Andaman Island, telled Reuters phone.	Smriti Kana Saha is a resident of Ranjat village.	entailment
677	Budapest is consisting two parts, Buda and Pest, which are situated opposite sides river and connected by a series bridges.	Budapest is consisting of two principal parts that were merged in 1873.	not_entailment
679	Consumers continued buying fewer lattes and coffees Starbucks its second quarter and restructuring charges leaded a 77 percent net incomes, but drop sales was something an improvements. Starbucks Corp. - hurt recent quarters perceptions that its drinks are too pricey - said Wednesday that sales established locations falled 8 percent both worldwide and in U.S. the first three months 2009 a year earlier. the last three months last year, Starbucks' global same-store sales falled 9 percent and so U.S. same-store sales declined 10 percent.	Starbucks is a US coffees giant.	not_entailment
