index	sentence1	sentence2	label
532	"An act signed into law by Afghan President Hamid Karzai last month dramatically had rolled back the rights of womans in that country, according to human rights groups and the United Nations report on that bill by those United Nations Development Fund for Women. That Afghan government not provides the copy of that text of those Shia Family Law to those UN or to other outside groups requesting , citing ""technical problems"", however, those UN and the opposition politicians are saying that that bill is containing numerous provisions restricting the rights of womans, such as giving their husbands the priority in court; requiring that husband's permission to leave that house, are obtaining education or employment, or to see the doctor; and reserving that custody of childs to male relatives."	Hamid Karzai is employee of those UN.	not_entailment
533	"In the early Olympic games, athletes used to run one mile and then are reciting one poem. That first poet-in-residence of an English football team, Ian McMillan, had remarked that football chants are like huge tribal poems. Generally, though, sport and poetry never seems natural companions in human enterprise. Until that New York Mets baseball team had suffered in 2007 arguably that most bad collapse in Major League Baseball history. To describe the anguish fans have felt, Those New York Times have turned to one poet, Frank Messina. ""The Nothing was really representing that fan's point of view,"" Messina had told Wikinews reporter David Shankbone in an interview. ""You have one lot of hurting persons out there what which can't express what-all had happened."""	David Shankbone is employee of Those New York Times.	not_entailment
535	"Persistence and the severity drought Murray-Darling Basin has been described ""unprecedented"" late summer inflows river system have fallen one 117-year low. The ""bleak'' outlook next three months was adding the grim news, Murray-Darling Basin Authority had said. Irrigation water Australia food bowl would be like dependent almost entirely rainfall as basin states are holding back water critical human needs. "" persistence and the severity this drought, particularly the past three years, is like unprecedented,'' the authority chief executive Rob Freeman had said as had delivered basin most late drought update."	A Murray-Darling Basin in central Australia is.	not_entailment
536	"Once called ""Queen of ,"" Budapest has long been the focal point nation Danube and the lively cultural centre."	"Budapest have been once popularly as the "" Queen of the Danube known  ."""	entailment
538	That most longest stay in spaces had been 438 day by Valeri Polyakov.	Record for the most long stay in spaces, by one human, is 438 day.	entailment
539	An Iraqi official had reported today, Saturday, that 68 Iraqi civilians have been killed as the result of that American and British bombing on Iraq and so that their funeral have been held today in Baghdad.	The 68 civilians killed result the Anglo-American bombing Iraq, have been buried today Baghdad.	entailment
540	That most longest mission what that those Russian supported it was 63 day. That second generations Salyut would fly mission much longer and would gotta be resupplied from times to times.	Russians holding record most longest stay spaces.	not_entailment
541	In November, the results of the 2008 United States Senate election in Minnesota showed Republican Norm Coleman with the 215 vote leads over the Democratic challenger Franken. The close margin ―less than 0.0075 percent ―triggered an automatic recount resulted in Franken leading by 225 votes, the the-Minnesota-Canvasing-Board ratified total January 5. The Coleman campaign filed the motions January 6 in court to block the certification of Franken's victorys and are preventing Franken from taking the seat in the United States Senate. On March 31, the three-judge the-case hearing panel ordered 400 additional ballots be counted.	Norm Coleman one member of Republican Party.	entailment
542	World Health Organization had moved Friday, to revise alarming predictions that the pandemic stemming birds flu virus ravaging parts Asia, can kill as many as 150 million persons.	A U.N. the health agency distances itself from a top official's prediction that global influenza pandemic can kill as many as 150 million persons.	not_entailment
543	Prosecutor had urged state judge to sentence Former Tyco International CEO, Dennis Kozlowski, to the maximum 15 to 30 year in prison for stealing hundreds of millions of dollars from companys.	Ex-Tyco CEO, Dennis Kozlowski, had received 8-1/3 to 25 year in prison, Monday, for her part in stealing hundreds of millions of dollars from that manufacturing conglomerate.	not_entailment
545	FMLN have prudently taken times adopting the definite position, meanwhile governments have increased its detentions and attacked residences leader Social Christian Person's Movement.	Social Christian People Movement have been attacking by FMLN.	not_entailment
546	Those State California Department Occupational Health and Safety had released its report that September 5 fatal accident Disneyland's Big Thunder Mountain Railroad attractions.	Disneyland have accident	entailment
547	Martin have been taken New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor had said have been treated dehydration.	Martin is working for Ochsner Foundation Hospital.	not_entailment
548	A recent 14% simultaneous-digit-price-increases accompanied hike in third clases postage rates, double- papers , hitting smaller catalogers real hard.	Cost of papers rising.	entailment
549	Today about 75% of persons is living in cities or towns. Art and the culture are an important part of France.	75 persons in France live.	not_entailment
550	In any case, facts that this week Michael Melvill, a 63-year-old civilian pilot, had guided a tiny rocket-ship much than 100 kilometre above Earth and then have glided safely back to Earth, are cause for celebration.	Michael Melvill above the Earth guided much than 100 rocket-ship.	not_entailment
551	Christopher Reeve, actor and director what which had become inspiration worldwide after being paralyzed in the horse riding accident, had died Sunday of heart failure.	Christopher Reeve had had accident.	entailment
554	Deng Haihua, Ministry Health spokesperson, is expecting disease to reach its height May and July. Yang Weizhong Deputy Director Chinese Center Disease Control and Prevention had said researchers are increasing research effort to find vaccine EV71. Families are being instructed to embark week-long disinfection free medical supply local the health authorities.	Deng Haihua of the Chinese Center for Disease Control and Prevention is employee.	not_entailment
555	Paper have presented are showing that all European country experiencing rapidly aging population would cause sharp increase cost retirement incomes the next several decade.	National pension system currently adopted in Europe are in difficulty.	entailment
