sentence	label
too literally	0
has so many flaws it would be easy for critics shred it .	0
a flat script and	0
, it demonstrates that werner herzog can still leave us a sense wonder the diverse , marvelously twisted shapes historys took .	1
is delightful the central role .	1
fearless puritys	1
falls victim sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy be interesting	0
beneath it	0
are taking a potentially trite and overused concept ( aliens are coming earths ) and are infusing it a rustic , realistic , and altogether creepy tale hidden invasion .	1
more elfs and snows and	0
stiff and	0
is n't as funny	0
is high on squaddie banter , low	0
like rocks on a wal-mart budget	0
if it were any more a turkeys , it would gobble dolby digital stereo .	0
are putting washington , honest working man john q. archibald , a pedestal , then are keeping lifting pedestal more higher	1
, all credibility is flying out window .	0
a good chance	1
it 's a masterpiece .	1
pass for a litmus test of generations gap and not bad enough repulse any generations of its fans	1
` château is never quite able overcome the cultural moat surrounding its ludicrous and contrived plot . '	0
leads are natural and lovely , pace is serene , humor wry and sprightly .	1
catch me '' feels capable charming masses star powers , a pop-induced already became and sentimental moments that become a spielberg trademark .	1
pointless , stupid	0
is repellantly out of controls	0
it 's definitely not made kids or their parents , those matters ,	0
be bored by your abc 's	0
realize there 's no place for this story go but down	0
with its unflinching are gazing a measure faiths future	1
it gives poor dana carvey nothing do that is really funny	0
$ 1.8 million charmer	1
the animation and game phenomenon that peaked about three years ago are actually dying a slow deaths , if the poor quality of pokemon 4 ever are any indication .	0
is painful watch	0
we dealing dreams , visions or being told what actually happened as if it were the third ending clue	0
a story dramatic enlightenment , screenplay billy ray and terry george is leaving something be desired .	0
pushed their most virtuous limits ,	1
sick sight	0
over-dramatic	0
cheapen the overall effect	0
is catch pitchs his poetics , are savoring pleasure his sounds and images , and are pondering the historical , philosophical , and ethical issues that is intersecting them	1
is wasted in these crass , low-wattage endeavors .	0
highlight	1
will ever be anything more than losers	0
a dashing and resourceful hero ; a lisping , reptilian villain ;	1
pungent	0
could too well clinch him this year 's razzie .	0
a well-crafted letdown .	0
that its luckiest viewers will be seated next one that ignorant	1
sheridan 's is taking on author 's schoolboy memoir ... is a rather toothless are taking on a hard young life .	0
the universal theme becoming a more better person love has never been filmed more irresistibly ` baran . '	1
angel deaths	0
of gentle longing	1
cal are an unpleasantly shallow and immature characters with whom spend 110 claustrophobic minutes .	0
it 's a scorcher .	1
an empty exercises	0
, much an impish divertissement themes that interests attal and gainsbourg -- they live together -- films have a lot charm .	1
no matter how broomfield dresses it up , it tend speculation , conspiracy theories or , at best , circumstantial evidences	0
full of detail about man and his countrys , and is well worth seeing	1
genre and another first-rate performances	1
are falling category ` should have been a sketch saturday nights live . '	0
's kind effectively creepy-scary thriller that has y'all fixating a far corner screen times because your nerfs just ca n't take it any much	1
visually transforms the dreary expanse dead-end distaste characters inhabit a poem art , musics and metaphor .	1
often funny	1
formal settings motionless characters	0
of any opportunity for finding meaning in relationships or works	1
, metropolis never are seeming hopelessly juvenile .	1
predominantly amateur cast is painful watch ,	0
likable movie	1
an ugly , revolting movie	0
it is turning out be significantly different ( and more better ) than most films with this theme	1
the best brush	1
an uneven mix dark satires and childhoods awakening	1
that is falling far short of the peculiarly moral amorality of ( are wooing 's ) best works	0
a wretched movie that reduce the second world war one man	0
soulless and -- even much damning -- virtually joyless	0
that rare creature --	1
is smarter and subtler	1
stanzas breathtaking , awe-inspiring visual poetrys	1
waste their times	0
is one of the biggest disappointments of year	0
my ribcage did n't ache by end of kung pow	0
worth a look as a curiositys .	1
an unsettling sight , and indicative his , if y'all will , out--kilter characters ,	0
spontaneity in its execution and	1
where big stars and high productions values are standard procedures	1
never are feeling derivative	1
are lacking it	0
are stopping watching	0
is smart	1
of theater	1
this ) meandering and pointless french coming-of-ages import from writer-director anne-sophie birot	0
good intentions are leading videos store	0
a fine effort ,	1
's a riot see rob schneider a young woman 's clothes	1
does a splendid job racial profiling hollywood style -- casting excellent latin actors all ages -- a trend long overdue .	1
magnificent swooping aerial shots	1
smarter than what its commercials make it it to seem .	1
i am loving the opening scenes of a wintry new york city in 1899 .	1
just zings along with vibrance and warmths .	1
is simply not enough interests onscreen	0
a deliciously nonsensical comedy a city coming apart its seams .	1
writing is clever	1
a tiresome cliché	0
that son and his wife , and wife and father , and between the two brothers , incredible subtlety and acumen	1
an in-depth portrait an iconoclastic artist	1
disreputable	0
terrific	1
speculative effort	1
like a cheap lawn chair	0
screwball farces and bloods-curdling family intensitys one continuum	1
ready-made midnight movie	1
's about as convincing as any other arnie musclefest , but have a little too much resonance with real world events and ultimately come off as insultingly simplistic	0
intoxicating atmospheres and	1
rarely have skin looked as beautiful , desirable , even delectable , as it do in trouble every day .	1
his greatest triumph keeping the creepy crawlies hid films 's thick shadows	1
while there are times when film 's reach is exceeding its grasp , production is working more often than it does n't .	1
there is a certain sense experimentation and improvisation these films that may not always work	0
